ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
9780062865779,Nell plants a tree,Anne Wynter,"""Three generations of a family grow up and come together around one pecan
tree""--","['light/lighting', 'rituals/traditions']","[['family'], ['actions and consequences:Actions and consequences'], ['perception:motion'], ['growth:growth'], ['family:time'], ['family:generations'], ['culture:activities']]"
9780399247668,no more por favor,susan middleton elya,,[],"[['multilingual text', 'Spanish and English'], ['language', 'glossary', 'pronunciation guide', 'word learning'], ['picky eaters'], ['language:rhyming']]"
9781338299588,"No,David!",David Shannon,"This brand-new board book celebrates 20 years of the bestselling,
Caldecott-winning classic featuring America's favorite trouble maker! Full
color.",[],"[['family', 'parent-child relationships', 'authoritarian parenting', 'parenting styles'], ['actions and consequences'], ['social', 'insecure attachment', 'attachment'], ['self-acceptance'], ['language:minimal but repetitive text'], ['have to use pictures to decipher meaning:have to use pictures to decipher meaning']]"
9780593305140,Nosotros Means (A bilingual Story),Paloma Valdivia,,[],"[['multilingual text', 'Spanish and English'], ['family', 'parent-child relationships'], ['language:word learning'], ['seasons:seasons'], ['family:time'], ['growing up:growing up'], ['change:change']]"
9780593407035,Not All Sheep Are Boring,Bobby Moynihan,"A slyly hilarious bedtime picture book by Saturday Night Live actor Bobby
Moynihan. Everyone knows that sheep are boring. That's why people count
them to fall asleep. Right? Don't be so sure... Actor Bobby Moynihan's
(SNL) debut picture book proves sheep are anything but snoozeworthy,
introducing a cast of the weirdest, wackiest, funniest sheep you've ever
seen. From riding jetpacks to prancing on the moon, it's safe to say these
might be the LEAST boring sheep you've ever encountered. Julie Rowan-Zoch's
lovably goofy artwork pairs with a breathlessly silly text to make this the
perfect read-aloud—but don't be surprised if the giggles keep you up long
past bedtime!",[],
9780679805274,"Oh,the Places You'll Go!",Dr. Seuss,"Dr. Seuss’s wonderfully wise Oh, the Places You’ll Go! is the perfect gift
to celebrate all of our special milestones—from graduations to birthdays
and beyond! From soaring to high heights and seeing great sights to being
left in a Lurch on a prickle-ly perch, Dr. Seuss addresses life’s ups and
downs with his trademark humorous verse and whimsical illustrations. The
inspiring and timeless message encourages readers to find the success that
lies within, no matter what challenges they face. A perennial favorite and
a perfect gift for anyone starting a new phase in their life!",[],
9781250801388,Old Friends,Margaret Aitken,,[],
9780998412603,Once I was very very scared,Chandra Ghosh Ippen,,[],
9781534110267,One red sock,Jennifer Sattler,"A little purple hippo faces a dilemma; she is missing a red sock. But as
she searches throughout her sock drawer, she cannot find a suitable
replacement.",['perseverance'],"[['perception', 'color'], ['emotions', 'worrying what others think'], ['language:rhyming'], ['cognition:creative thinking/solutions'], ['perfectionism:perfectionism'], ['emotions:frustration'], ['sometimes imperfect is just right:sometimes imperfect is just right']]"
9780593382639,Our Skin! A first conversation about race,"Megan Madison,Jessica Ralli,& Isabel Roxas","Based on the research that race, gender, consent, and body positivity
should be discussed with toddlers on up, this read-aloud board book series
offers adults the opportunity to begin important conversations with young
children in an informed, safe, and supported way. Developed by experts in
the fields of early childhood and activism against injustice, this topic-
driven board book offers clear, concrete language and beautiful imagery
that young children can grasp and adults can leverage for further
discussion. While young children are avid observers and questioners of
their world, adults often shut down or postpone conversations on
complicated topics because it's hard to know where to begin. Research shows
that talking about issues like race and gender from the age of two not only
helps children understand what they see, but also increases self-awareness,
self-esteem, and allows them to recognize and confront things that are
unfair, like discrimination and prejudice. This first book in the series
begins the conversation on race, with a supportive approach that considers
both the child and the adult. Stunning art accompanies the simple and
interactive text, and the backmatter offers additional resources and ideas
for extending this discussion.",[],
9780763617103,Owl Babies,Martin Waddell,"A tender tale to remind the youngest of children that Mommy always comes
back. ""I want my mommy!"" Three baby owls awake one night to find their
mother gone, and they can’t help but wonder where she is. What is she
doing? When will she be back? What scary things move all around them?
Stunning illustrations from striking perspectives capture the anxious
little owls as they worry. Not surprisingly, joyous flapping and dancing
and bouncing greet the mother’s return, lending a celebratory tone to the
ending of this comforting tale. Never has the plight of young ones who miss
their mother been so simply told or so beautifully rendered.",[],
9780593108291,"Patients,Patches",Christy Mihaly,"A sweet-new sibling story, perfect for gifting to expecting parents, big
siblings to-be, and dog-loving families everywhere Patches the puppy is
very good at waiting--or at least that's what he thinks. But his patience
is put to the test when his two moms arrive home with an unexpected bundle.
Is it a new toy? No! It's a new baby. Suddenly, everything Patches wants to
do takes a little bit longer. But patience, it turns out, is a lesson worth
learning.",['different types of family'],"[['family', 'new siblings'], ['routines'], ['different perspectives'], ['patience:Patience'], ['family:new baby'], ['cognition:stages of consciousness'], ['perception:motion'], ['growth:growth']]"
9780375870729,penguin cha cha,kristi valiant,,[],
9780762462476,Pink Is for Boys,Robb Pearlman,"An empowering and educational picture book that proves colors are for
everyone, regardless of gender. Pink is for boys . . . and girls . . . and
everyone! This timely and beautiful picture book rethinks and reframes the
stereotypical blue/pink gender binary and empowers kids-and their grown-
ups-to express themselves in every color of the rainbow. Featuring a
diverse group of relatable characters, Pink Is for Boys invites and
encourages girls and boys to enjoy what they love to do, whether it's
racing cars and playing baseball, or loving unicorns and dressing up.
Vibrant illustrations help children learn and identify the myriad colors
that surround them every day, from the orange of a popsicle, to the green
of a grassy field, all the way up to the wonder of a multicolored rainbow.
Parents and kids will delight in Robb Pearlman's sweet, simple script, as
well as its powerful message: life is not color-coded.",[],"[['perception', 'motion', 'figure-ground segregation'], ['gender', 'norms'], ['sex-typing'], ['breaking norms:breaking norms'], ['gender:expectations'], ['gender:roles'], ['perception:Gestalt principles'], ['perception:similarity'], ['perception:proximity'], ['perception:common region'], ['(dis)ability:diversity']]"
9781681195063,Play this Book,"Jessica Young,Daniel Wiseman","Illustrations and simple, rhyming text invite the reader to try various
instruments and join a band.",[],"[['body', 'bodily autonomy', 'consent', 'language', 'gestures'], ['social:multiple types of communication'], ['parental guide:parental guide']]"
9780805053883,"Polar bear,polar bear what do you hear",Bill Martin Jr and Eric Carle,"The sense of hearing is explored through simple rhymes and colorful
illustrations in this beloved classic. (Baby/Preschool)",[],
9781499805529,Prince & Knight,Daniel Haack & Stevie Lewis,"""Victorious . . . the premier queer-friendly fairy tale."" Kirkus Reviews,
starred review ""An illuminating fairy tale for young readers to be able to
see that not every prince would like to marry a princess."" School Library
Journal ""A colorful and entertaining tale exploring sexuality, acceptance,
and young love."" Booklist In this modern fairy tale, a noble prince and a
brave knight come together to defeat a terrible monster and in the process
find true love in a most unexpected place. ""Thank you,"" he told his
parents. ""I appreciate that you tried, but I'm looking for something
special in a partner by my side."" Once upon a time, in a kingdom far from
here, there was a prince in line to take the throne, so his parents set out
to find him a kind and worthy bride. The three of them traveled the land
far and wide, but the prince didn't quite find what he was looking for in
the princesses they met. While they were away, a terrible dragon threatened
their land, and all the soldiers fled. The prince rushed back to save his
kingdom from the perilous beast and was met by a brave knight in a suit of
brightly shining armor. Together they fought the dragon and discovered that
special something the prince was looking for all along. This book is
published in partnership with GLAAD to accelerate LGBTQ inclusivity and
acceptance.","['anxiety/fear', 'critical thinking/problem-solving']","[['gender', 'roles', 'norms'], ['sex-typing'], ['language:rhyming'], ['sex roles:sex roles'], ['sexual attraction spectrum:sexual attraction spectrum'], ['bravery:bravery'], ['heroism:heroism'], ['culture:identity'], ['family:love'], ['support:support'], ['acceptance:acceptance'], ['gay marriage:gay marriage']]"
